STN code,Monitoring Location,Type Water Body,State Name,Date,latitude,longitude,Temperature (C),Dissolved Oxygen (mg/L),pH,Conductivity (µmho/cm),BOD (mg/L),NitrateN (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml)
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2023-01-01,30.526326,77.66857,21.81,7.35,7.86,631.91,,0.6,25.18,110.48
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2023-01-31,30.526326,77.66857,22.43,7.47,8.1,611.19,,0.61,23.87,107.05
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2023-03-02,30.526326,77.66857,21.66,7.89,7.56,633.88,,0.63,23.79,110.38
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2023-04-01,30.526326,77.66857,21.64,7.96,8.03,650.86,,0.62,24.85,103.3
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2023-05-01,30.526326,77.66857,22.06,7.8,7.63,654.94,,0.62,24.24,106.75
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2023-05-31,30.526326,77.66857,22.71,7.66,7.83,663.93,,0.64,25.15,111.92
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2023-06-30,30.526326,77.66857,21.71,7.36,7.53,656.09,,0.62,24.42,106.52
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2023-07-30,30.526326,77.66857,22.39,7.55,8.18,633.29,,0.64,24.13,112.67
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2023-08-29,30.526326,77.66857,23.17,7.36,8.15,662.15,,0.62,23.8,106.3
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2023-09-28,30.526326,77.66857,22.36,7.82,7.83,621.01,,0.59,25.64,112.13
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2023-10-28,30.526326,77.66857,22.34,7.61,8.04,667.25,,0.63,24.6,103.27
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2023-11-27,30.526326,77.66857,21.83,7.42,7.96,670.42,,0.63,24.58,106.87
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2023-12-27,30.526326,77.66857,22.24,7.93,8.02,670.13,,0.61,24.63,106.27
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2024-01-26,30.526326,77.66857,22.88,7.45,7.7,618.5,,0.59,24.56,103.89
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2024-02-25,30.526326,77.66857,23.1,7.42,8.01,627.66,,0.59,25.25,103.09
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2024-03-26,30.526326,77.66857,22.79,7.67,7.84,620.72,,0.63,25.37,106.98
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2024-04-25,30.526326,77.66857,21.48,7.68,7.78,669.46,,0.64,26.04,113.17
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2024-05-25,30.526326,77.66857,22.21,8.02,7.78,656.99,,0.61,25.95,104.09
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2024-06-24,30.526326,77.66857,22.92,7.44,7.7,630.69,,0.61,24.81,111.62
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2024-07-24,30.526326,77.66857,22.18,7.45,8.19,669.42,,0.59,25.35,110.07
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2024-08-23,30.526326,77.66857,22.46,7.47,8.06,648.23,,0.62,25.06,110.01
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2024-09-22,30.526326,77.66857,21.53,7.33,8.05,613.79,,0.64,26.0,112.5
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2024-10-22,30.526326,77.66857,22.59,7.5,7.69,639.97,,0.62,25.27,107.81
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, RAJBAN AT BANGRAN BRIDGE",RIVER,HIMACHAL PRADESH,2024-11-21,30.526326,77.66857,23.09,7.96,7.52,618.36,,0.59,25.99,108.34
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2023-01-01,23.541173,77.801938,24.44,8.2,7.79,416.22,3.26,6.33,37.82,226.92
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2023-01-31,23.541173,77.801938,24.74,8.54,7.26,447.54,3.13,6.47,36.9,227.41
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2023-03-02,23.541173,77.801938,23.28,8.14,7.9,442.58,3.17,6.52,36.96,233.18
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2023-04-01,23.541173,77.801938,25.55,8.58,7.24,431.06,3.04,6.58,36.3,236.95
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2023-05-01,23.541173,77.801938,24.12,8.91,7.74,422.67,3.17,6.95,37.44,246.57
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2023-05-31,23.541173,77.801938,24.77,8.84,7.67,421.64,3.05,6.68,37.15,226.72
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2023-06-30,23.541173,77.801938,24.21,8.6,7.24,420.7,3.29,6.61,35.13,236.14
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2023-07-30,23.541173,77.801938,24.61,8.37,7.61,438.63,3.16,6.55,35.54,224.31
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2023-08-29,23.541173,77.801938,23.83,8.73,7.32,442.51,3.31,6.97,36.24,240.0
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2023-09-28,23.541173,77.801938,25.24,8.31,7.82,419.32,3.27,6.73,37.86,242.81
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2023-10-28,23.541173,77.801938,23.62,8.29,7.68,420.89,3.06,6.86,37.35,234.87
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2023-11-27,23.541173,77.801938,25.12,8.77,7.48,429.6,3.08,6.92,35.33,243.65
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2023-12-27,23.541173,77.801938,24.76,8.7,7.48,419.64,3.17,6.74,36.96,223.73
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2024-01-26,23.541173,77.801938,24.06,8.75,7.75,449.7,3.28,6.82,35.79,229.78
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2024-02-25,23.541173,77.801938,25.16,8.25,7.78,409.93,3.28,6.55,37.67,243.92
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2024-03-26,23.541173,77.801938,23.51,8.13,7.29,418.68,3.3,6.56,35.67,237.43
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2024-04-25,23.541173,77.801938,23.86,8.87,7.23,440.05,3.33,6.82,35.68,239.33
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2024-05-25,23.541173,77.801938,24.61,8.45,7.7,437.27,3.18,6.9,35.82,231.33
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2024-06-24,23.541173,77.801938,23.68,8.41,7.61,440.6,3.12,6.96,35.23,226.19
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2024-07-24,23.541173,77.801938,23.61,8.89,7.43,410.49,3.3,6.69,35.7,244.35
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2024-08-23,23.541173,77.801938,25.44,8.34,7.33,438.85,3.31,6.9,36.0,233.68
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2024-09-22,23.541173,77.801938,23.41,8.76,7.95,410.92,3.25,6.41,34.91,224.12
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2024-10-22,23.541173,77.801938,24.49,8.88,7.46,415.52,3.16,6.91,35.13,224.96
1614,"RIVER BETWA NEAR WATER SUPPLY INTAKE WELL , VIDISHA(M.P)",RIVER,MADHYA PRADESH,2024-11-21,23.541173,77.801938,24.55,8.69,7.82,421.07,3.34,6.91,36.52,238.17
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2023-01-01,25.767472,79.331309,25.51,6.64,8.02,363.96,1.45,1.29,3.76,50.42
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2023-01-31,25.767472,79.331309,26.18,6.9,8.13,368.97,1.39,1.31,3.71,51.23
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2023-03-02,25.767472,79.331309,25.49,6.82,8.0,373.47,1.43,1.26,3.75,53.55
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2023-04-01,25.767472,79.331309,25.69,6.93,7.84,386.18,1.41,1.31,3.93,55.33
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2023-05-01,25.767472,79.331309,25.24,6.55,8.13,396.08,1.45,1.32,3.93,54.58
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2023-05-31,25.767472,79.331309,26.93,7.01,7.75,393.5,1.38,1.28,3.9,50.89
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2023-06-30,25.767472,79.331309,26.81,6.76,8.15,396.35,1.5,1.34,3.77,51.08
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2023-07-30,25.767472,79.331309,25.71,7.0,7.4,393.98,1.44,1.35,3.77,53.64
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2023-08-29,25.767472,79.331309,27.15,6.94,7.98,377.81,1.38,1.24,3.85,51.83
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2023-09-28,25.767472,79.331309,25.39,6.66,7.75,376.69,1.46,1.32,3.78,50.74
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2023-10-28,25.767472,79.331309,26.72,6.85,7.47,387.87,1.52,1.35,3.63,52.68
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2023-11-27,25.767472,79.331309,27.24,6.63,7.85,390.31,1.4,1.24,3.73,54.79
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2023-12-27,25.767472,79.331309,27.02,6.92,7.9,373.86,1.41,1.27,3.76,50.43
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2024-01-26,25.767472,79.331309,27.3,6.45,7.68,372.91,1.38,1.24,3.78,50.96
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2024-02-25,25.767472,79.331309,26.14,6.64,7.7,375.16,1.5,1.31,3.75,53.39
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2024-03-26,25.767472,79.331309,26.85,6.51,7.81,399.38,1.47,1.34,3.8,54.63
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2024-04-25,25.767472,79.331309,26.57,6.89,7.83,395.01,1.48,1.35,3.73,53.6
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2024-05-25,25.767472,79.331309,26.85,6.82,7.5,365.64,1.5,1.23,3.96,53.99
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2024-06-24,25.767472,79.331309,25.47,7.07,7.81,373.87,1.42,1.27,3.63,50.38
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2024-07-24,25.767472,79.331309,27.28,6.76,7.43,373.86,1.51,1.27,3.95,54.31
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2024-08-23,25.767472,79.331309,27.16,6.81,8.08,401.98,1.47,1.27,3.73,54.31
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2024-09-22,25.767472,79.331309,26.07,6.51,7.63,364.34,1.45,1.3,3.87,50.62
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2024-10-22,25.767472,79.331309,26.06,6.96,7.61,401.68,1.39,1.24,3.64,55.59
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA",RIVER,MADHYA PRADESH,2024-11-21,25.767472,79.331309,26.48,6.68,7.9,401.1,1.41,1.29,3.83,52.81
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2023-01-01,24.317042,78.127198,27.01,6.75,7.73,391.42,1.57,1.24,2.02,45.49
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2023-01-31,24.317042,78.127198,25.35,7.26,7.77,374.85,1.53,1.24,1.92,45.38
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2023-03-02,24.317042,78.127198,24.95,6.85,7.79,408.96,1.53,1.23,2.09,44.45
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2023-04-01,24.317042,78.127198,25.25,6.67,8.19,373.4,1.54,1.25,2.0,43.34
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2023-05-01,24.317042,78.127198,26.91,7.21,7.58,404.96,1.55,1.2,2.06,45.14
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2023-05-31,24.317042,78.127198,26.13,6.75,7.55,386.58,1.53,1.2,2.03,43.81
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2023-06-30,24.317042,78.127198,26.38,6.99,7.6,406.17,1.49,1.23,1.96,43.32
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2023-07-30,24.317042,78.127198,26.79,7.17,8.04,381.59,1.46,1.19,1.97,44.6
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2023-08-29,24.317042,78.127198,25.68,6.62,7.64,403.76,1.44,1.24,2.05,42.36
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2023-09-28,24.317042,78.127198,26.45,7.25,7.45,389.9,1.53,1.19,1.9,45.72
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2023-10-28,24.317042,78.127198,26.22,7.11,8.18,388.23,1.55,1.24,2.09,42.87
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2023-11-27,24.317042,78.127198,25.14,7.07,7.85,409.45,1.46,1.24,2.0,42.28
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2023-12-27,24.317042,78.127198,25.86,6.75,8.14,408.52,1.52,1.19,1.94,42.84
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2024-01-26,24.317042,78.127198,26.4,6.93,7.62,409.06,1.48,1.25,1.97,46.72
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2024-02-25,24.317042,78.127198,25.81,6.97,7.54,371.78,1.47,1.2,1.93,46.26
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2024-03-26,24.317042,78.127198,25.33,7.08,8.11,405.92,1.45,1.28,1.96,44.74
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2024-04-25,24.317042,78.127198,25.28,7.0,8.06,400.33,1.43,1.25,2.06,42.36
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2024-05-25,24.317042,78.127198,25.61,6.65,8.12,409.15,1.52,1.23,1.96,43.09
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2024-06-24,24.317042,78.127198,26.46,6.67,7.48,389.61,1.47,1.2,1.9,44.63
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2024-07-24,24.317042,78.127198,26.64,6.99,8.08,377.66,1.47,1.21,1.94,42.56
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2024-08-23,24.317042,78.127198,26.71,6.91,7.66,376.04,1.53,1.2,1.92,45.48
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2024-09-22,24.317042,78.127198,27.02,6.91,7.94,405.37,1.54,1.28,1.91,43.96
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2024-10-22,24.317042,78.127198,25.87,6.61,7.83,394.21,1.53,1.17,1.94,44.24
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA",RIVER,MADHYA PRADESH,2024-11-21,24.317042,78.127198,26.97,6.99,7.97,388.34,1.44,1.25,2.04,46.32
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2023-01-01,23.540606,77.802246,17.65,9.09,8.4,629.99,10.54,9.96,138.1,888.81
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2023-01-31,23.540606,77.802246,18.69,9.29,7.87,606.64,11.34,9.8,143.06,827.03
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2023-03-02,23.540606,77.802246,18.11,9.75,7.92,586.77,10.62,9.76,136.27,834.81
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2023-04-01,23.540606,77.802246,18.6,9.08,8.37,594.82,10.71,10.16,148.3,857.54
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2023-05-01,23.540606,77.802246,18.06,9.23,8.47,607.03,10.44,9.99,136.83,853.51
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2023-05-31,23.540606,77.802246,18.44,9.04,8.03,582.34,10.72,10.18,135.13,832.55
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2023-06-30,23.540606,77.802246,18.58,8.91,7.87,591.47,10.33,9.56,140.56,897.89
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2023-07-30,23.540606,77.802246,17.92,8.89,8.22,622.23,10.82,9.52,140.63,839.13
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2023-08-29,23.540606,77.802246,17.73,8.91,8.23,639.67,10.56,9.97,140.66,856.34
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2023-09-28,23.540606,77.802246,18.37,9.16,7.9,639.57,10.81,9.46,144.23,865.34
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2023-10-28,23.540606,77.802246,18.72,9.46,8.38,581.6,10.36,9.59,146.76,886.06
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2023-11-27,23.540606,77.802246,17.87,9.61,8.08,598.14,10.5,9.45,146.29,843.76
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2023-12-27,23.540606,77.802246,19.35,9.23,8.45,598.0,11.28,9.4,148.08,854.71
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2024-01-26,23.540606,77.802246,19.41,9.55,8.15,586.0,11.3,9.45,145.14,877.9
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2024-02-25,23.540606,77.802246,18.45,9.11,7.75,628.72,10.97,9.71,138.46,822.66
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2024-03-26,23.540606,77.802246,18.45,9.04,7.79,604.28,10.81,9.95,136.01,848.63
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2024-04-25,23.540606,77.802246,18.88,9.14,8.17,611.59,11.21,9.69,146.31,892.66
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2024-05-25,23.540606,77.802246,19.36,9.66,7.88,608.42,10.31,10.35,138.15,864.42
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2024-06-24,23.540606,77.802246,18.84,9.0,8.42,590.52,10.29,9.91,147.6,819.22
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2024-07-24,23.540606,77.802246,17.94,9.0,7.86,608.56,10.96,10.1,140.74,829.48
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2024-08-23,23.540606,77.802246,19.09,9.65,8.05,625.94,10.33,10.34,138.58,827.37
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2024-09-22,23.540606,77.802246,17.79,9.23,7.82,589.36,11.08,9.44,140.45,878.04
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2024-10-22,23.540606,77.802246,18.64,8.93,8.09,583.15,10.63,9.72,143.4,854.42
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA",RIVER,MADHYA PRADESH,2024-11-21,23.540606,77.802246,17.72,9.68,8.25,586.7,10.47,10.3,144.42,883.59
2125,RIVER BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,RIVER,MADHYA PRADESH,2023-01-01,23.550512,77.79947,26.15,9.05,8.0,599.52,8.99,9.93,91.61,851.29
2125,RIVER BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,RIVER,MADHYA PRADESH,2023-01-31,23.550512,77.79947,24.72,9.11,7.4,657.46,8.84,9.8,90.17,866.66
2125,RIVER BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,RIVER,MADHYA PRADESH,2023-03-02,23.550512,77.79947,24.43,9.85,7.55,619.47,9.69,9.89,93.28,877.39
2125,RIVER BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,RIVER,MADHYA PRADESH,2023-04-01,23.550512,77.79947,24.65,9.21,7.67,640.02,9.54,9.52,88.22,917.65
2125,RIVER BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,RIVER,MADHYA PRADESH,2023-05-01,23.550512,77.79947,25.13,9.57,8.29,647.2,9.25,10.03,87.83,908.15
2125,RIVER BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,RIVER,MADHYA PRADESH,2023-05-31,23.550512,77.79947,25.59,9.66,8.31,669.47,9.84,10.14,94.09,936.7
2125,RIVER BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,RIVER,MADHYA PRADESH,2023-06-30,23.550512,77.79947,26.46,9.52,7.69,647.05,9.59,10.06,93.09,960.29
2125,RIVER BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,RIVER,MADHYA PRADESH,2023-07-30,23.550512,77.79947,25.91,9.72,7.84,668.9,9.45,10.42,95.19,912.56
2125,RIVER BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,RIVER,MADHYA PRADESH,2023-08-29,23.550512,77.79947,25.58,10.17,8.56,686.96,9.84,10.09,95.39,947.85
2125,RIVER BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,RIVER,MADHYA PRADESH,2023-09-28,23.550512,77.79947,27.47,10.35,7.94,684.19,9.9,10.36,93.72,974.75
